MODEL YEAR,MANUFACTURER,MODEL,VEHICLE CLASS,ENGINE SIZE (L),CYLINDERS,TRANSMISSION,FUEL TYPE,CITY (L/100 km),HWY (L/100 km),CITY (mpg),HWY (mpg),FUEL (L/year),CO2 EMISSIONS (g/km)
2014,CHEVROLET,SONIC,COMPACT,1.8,4,M5,X,7.7,5.6,37,50,1360,156
2014,CHEVROLET,SONIC 5,MID-SIZE,1.4,4,AS6,X,7.8,5.6,36,50,1360,156
2014,CHEVROLET,SONIC 5,MID-SIZE,1.4,4,M6,X,7.3,5.1,39,55,1260,145
2014,CHEVROLET,SONIC 5,MID-SIZE,1.8,4,AS6,X,8.3,5.5,34,51,1420,163
2014,CHEVROLET,SONIC 5,MID-SIZE,1.8,4,M5,X,7.7,5.6,37,50,1360,156
2014,CHEVROLET,SONIC 5 RS,MID-SIZE,1.4,4,AS6,X,8.1,5.8,35,49,1420,163
2014,CHEVROLET,SONIC 5 RS,MID-SIZE,1.4,4,M6,X,7.5,5.8,38,49,1340,154
2014,CHEVROLET,SONIC RS,COMPACT,1.4,4,AS6,X,8.1,5.8,35,49,1420,163
2014,CHEVROLET,SONIC RS,COMPACT,1.4,4,M6,X,7.5,5.8,38,49,1340,154
2014,CHEVROLET,SPARK,SUBCOMPACT,1.2,4,AV,X,6.5,5,43,56,1180,136
2014,CHEVROLET,SPARK,SUBCOMPACT,1.2,4,M5,X,6.4,5,44,56,1140,131
2014,CHEVROLET,SUBURBAN ,SUV - STANDARD,5.3,8,A6,X,14.3,9.4,20,30,2420,278
2014,CHEVROLET,SUBURBAN ,SUV - STANDARD,5.3,8,A6,E,19.5,12.5,14,23,3260,261
2014,CHEVROLET,SUBURBAN 4WD,SUV - STANDARD,5.3,8,A6,X,14.3,9.4,20,30,2420,278
2014,CHEVROLET,SUBURBAN 4WD,SUV - STANDARD,5.3,8,A6,E,19.5,12.5,14,23,3260,261
2014,CHEVROLET,TAHOE ,SUV - STANDARD,5.3,8,A6,X,14.3,9.4,20,30,2420,278
2014,CHEVROLET,TAHOE ,SUV - STANDARD,5.3,8,A6,E,19.5,12.5,14,23,3260,261
2014,CHEVROLET,TAHOE 4WD,SUV - STANDARD,5.3,8,A6,X,14.3,9.4,20,30,2420,278
2014,CHEVROLET,TAHOE 4WD,SUV - STANDARD,5.3,8,A6,E,19.5,12.5,14,23,3260,261
2014,CHEVROLET,TRAVERSE ,SUV - STANDARD,3.6,6,A6,X,12.7,8.4,22,34,2160,248
2014,CHEVROLET,TRAVERSE AWD,SUV - STANDARD,3.6,6,A6,X,13,8.6,22,33,2200,253
2014,CHEVROLET,TRAX,SUV - SMALL,1.4,4,AS6,X,8.1,5.9,35,48,1420,163
2014,CHEVROLET,TRAX,SUV - SMALL,1.4,4,M6,X,7.8,5.7,36,50,1360,156
2014,CHEVROLET,TRAX AWD,SUV - SMALL,1.4,4,AS6,X,8.7,6.5,32,43,1540,177
2014,CHRYSLER,300,FULL-SIZE,3.6,6,A8,X,10.9,6.4,26,44,1780,205
2014,CHRYSLER,200 CONVERTIBLE ,COMPACT,2.4,4,A4,X,10.3,6.9,27,41,1760,202
2014,CHRYSLER,200 CONVERTIBLE ,COMPACT,2.4,4,A6,X,11.5,6.8,25,42,1860,214
2014,CHRYSLER,200 CONVERTIBLE FFV,COMPACT,3.6,6,A6,X,11,6.8,26,42,1820,209
2014,CHRYSLER,200 CONVERTIBLE FFV,COMPACT,3.6,6,A6,E,15.3,9.5,18,30,2540,203
2014,CHRYSLER,200 SEDAN,MID-SIZE,2.4,4,A4,X,9.9,6.7,29,42,1680,193
2014,CHRYSLER,200 SEDAN,MID-SIZE,2.4,4,A6,X,10.5,6.4,27,44,1740,200
2014,CHRYSLER,200 SEDAN FFV,MID-SIZE,3.6,6,A6,X,11,6.8,26,42,1820,209
2014,CHRYSLER,200 SEDAN FFV,MID-SIZE,3.6,6,A6,E,15.3,9.5,18,30,2540,203
2014,CHRYSLER,300 (MDS),FULL-SIZE,5.7,8,A5,X,14.1,7.8,20,36,2260,260
2014,CHRYSLER,300 AWD,FULL-SIZE,3.6,6,A8,X,11.4,7.3,25,39,1900,218
2014,CHRYSLER,300 AWD (MDS),FULL-SIZE,5.7,8,A5,X,14.4,8.5,20,33,2340,269
2014,CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,A8,X,11.4,7.3,25,39,1900,218
2014,CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,A8,E,15.6,10,18,28,2600,208
2014,CHRYSLER,300 FFV,FULL-SIZE,3.6,6,A8,X,10.9,6.4,26,44,1780,205
2014,CHRYSLER,300 FFV,FULL-SIZE,3.6,6,A8,E,15.1,8.7,19,32,2440,195
2014,CHRYSLER,300 SRT (MDS),FULL-SIZE,6.4,8,A5,Z,15,8.7,19,32,2440,281
2014,CHRYSLER,TOWN & COUNTRY FFV,MINIVAN,3.6,6,A6,X,12.5,8,23,35,2100,242
2014,CHRYSLER,TOWN & COUNTRY FFV,MINIVAN,3.6,6,A6,E,17.8,11.3,16,25,2980,238
2014,DODGE,AVENGER,MID-SIZE,2.4,4,A4,X,9.9,6.7,29,42,1680,193
2014,DODGE,AVENGER,MID-SIZE,2.4,4,A6,X,10.5,6.4,27,44,1740,200
2014,DODGE,AVENGER FFV,MID-SIZE,3.6,6,A6,X,11,6.8,26,42,1820,209
2014,DODGE,AVENGER FFV,MID-SIZE,3.6,6,A6,E,15.3,9.5,18,30,2540,203
2014,DODGE,CHALLENGER,MID-SIZE,3.6,6,A5,X,11.7,7.3,24,39,1940,223
2014,DODGE,CHALLENGER ,MID-SIZE,5.7,8,M6,X,14,8.5,20,33,2300,264
2014,DODGE,CHALLENGER (MDS),MID-SIZE,5.7,8,A5,X,14.1,7.8,20,36,2260,260
2014,DODGE,CHALLENGER SRT,MID-SIZE,6.4,8,M6,Z,15.1,8.8,19,32,2460,283
2014,DODGE,CHALLENGER SRT (MDS),MID-SIZE,6.4,8,A5,Z,15,8.7,19,32,2440,281
2014,DODGE,CHARGER,FULL-SIZE,3.6,6,A5,X,11.7,7.3,24,39,1940,223
2014,DODGE,CHARGER,FULL-SIZE,3.6,6,A8,X,10.9,6.4,26,44,1780,205
2014,DODGE,CHARGER (MDS),FULL-SIZE,5.7,8,A5,X,14.1,7.8,20,36,2260,260
2014,DODGE,CHARGER AWD,FULL-SIZE,3.6,6,A8,X,11.4,7.3,25,39,1900,218
2014,DODGE,CHARGER AWD (MDS),FULL-SIZE,5.7,8,A5,X,14.4,8.5,20,33,2340,269
2014,DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6,A8,X,11.4,7.3,25,39,1900,218
2014,DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6,A8,E,15.6,10,18,28,2600,208
2014,DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A5,X,11.7,7.3,24,39,1940,223
2014,DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A5,E,16.5,10.7,17,26,2780,222
2014,DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A8,X,10.9,6.4,26,44,1780,205
2014,DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A8,E,15.1,8.7,19,32,2440,195
2014,DODGE,CHARGER SRT (MDS),FULL-SIZE,6.4,8,A5,Z,15,8.7,19,32,2440,281
2014,DODGE,DART,MID-SIZE,2,4,M6,X,8.1,5.4,35,52,1380,159
2014,DODGE,DART,MID-SIZE,2.4,4,A6,X,8.8,5.6,32,50,1480,170
2014,DODGE,DART,MID-SIZE,2.4,4,M6,X,9.1,5.6,31,50,1500,172
2014,DODGE,DART FFV,MID-SIZE,2,4,A6,X,8.6,5.8,33,49,1460,168
2014,DODGE,DART FFV,MID-SIZE,2,4,A6,E,12.7,8.2,22,34,2140,171
2014,DODGE,DART GT,MID-SIZE,2.4,4,A6,X,9.2,6.3,31,45,1580,182
2014,DODGE,DART GT,MID-SIZE,2.4,4,M6,X,8.9,5.9,32,48,1500,172
2014,DODGE,DART TURBO AERO,MID-SIZE,1.4,4,AM6,X,7.2,4.9,39,58,1240,143
2014,DODGE,DART TURBO AERO,MID-SIZE,1.4,4,M6,X,7.3,4.8,39,59,1220,140
2014,DODGE,DURANGO AWD (MDS),SUV - STANDARD,5.7,8,A8,X,15.6,9.1,18,31,2540,292
2014,DODGE,DURANGO AWD FFV,SUV - STANDARD,3.6,6,A8,X,12.4,8.3,23,34,2120,244
2014,DODGE,DURANGO AWD FFV,SUV - STANDARD,3.6,6,A8,E,15.9,11.1,18,25,2760,221
2014,DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,A6,X,12.2,7.9,23,36,2060,237
2014,DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,A6,E,17.3,11.2,16,25,2900,232
2014,DODGE,JOURNEY,SUV - SMALL,2.4,4,A4,X,11.2,7.7,25,37,1920,221
2014,DODGE,JOURNEY AWD,SUV - SMALL,3.6,6,A6,X,12.9,8.4,22,34,2180,251
2014,DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,X,12.7,7.9,22,36,2100,242
2014,DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,E,17.1,11,17,26,2880,230
2014,FIAT,500 ABARTH CABRIO,MINICOMPACT,1.4,4,M5,X,7.3,5.8,39,49,1320,152
2014,FIAT,500 ABARTH HATCHBACK,MINICOMPACT,1.4,4,M5,X,7.3,5.8,39,49,1320,152
2014,FIAT,500 CABRIO,MINICOMPACT,1.4,4,A6,X,7.4,5.7,38,50,1340,154
2014,FIAT,500 CABRIO,MINICOMPACT,1.4,4,M5,X,6.7,5.2,42,54,1200,138
2014,FIAT,500 CABRIO TURBO,MINICOMPACT,1.4,4,M5,X,7.3,5.8,39,49,1320,152
2014,FIAT,500 HATCHBACK,MINICOMPACT,1.4,4,A6,X,7.4,5.7,38,50,1340,154
2014,FIAT,500 HATCHBACK,MINICOMPACT,1.4,4,M5,X,6.4,4.9,44,58,1140,131
2014,FIAT,500 HATCHBACK TURBO,MINICOMPACT,1.4,4,M5,X,7.3,5.8,39,49,1320,152
2014,FIAT,500L TURBO,STATION WAGON - SMALL,1.4,4,AM6,X,8.7,6,32,47,1500,172
2014,FIAT,500L TURBO,STATION WAGON - SMALL,1.4,4,M6,X,8,6,35,47,1420,163
2014,FORD,C-MAX HYBRID,FULL-SIZE,2,4,AV,X,4.6,5.3,61,53,980,113
2014,FORD,E150 VAN FFV,VAN - CARGO,4.6,8,A4,X,15.9,12.3,18,23,2860,329
2014,FORD,E150 VAN FFV,VAN - CARGO,4.6,8,A4,E,22,16.5,13,17,3900,312
2014,FORD,E150 VAN FFV,VAN - CARGO,5.4,8,A4,X,17.4,12.6,16,22,3040,350
2014,FORD,E150 VAN FFV,VAN - CARGO,5.4,8,A4,E,22.7,16.8,12,17,4000,320
2014,FORD,E150 WAGON FFV,VAN - PASSENGER,4.6,8,A4,X,16.8,12.5,17,23,2960,340
2014,FORD,E150 WAGON FFV,VAN - PASSENGER,4.6,8,A4,E,23.3,17.2,12,16,4120,330
2014,FORD,E350 WAGON,VAN - PASSENGER,6.8,10,A5,X,21.8,15.3,13,18,3780,435
2014,FORD,E350 WAGON FFV,VAN - PASSENGER,5.4,8,A4,X,18.7,13.3,15,21,3260,375
2014,FORD,E350 WAGON FFV,VAN - PASSENGER,5.4,8,A4,E,24.4,17.6,12,16,4280,342
2014,FORD,EDGE,SUV - SMALL,2,4,A6,X,9.9,6.6,29,43,1680,193
2014,FORD,EDGE,SUV - SMALL,3.5,6,AS6,X,11.1,7.3,25,39,1880,216
2014,FORD,EDGE AWD,SUV - SMALL,3.5,6,AS6,X,11.8,7.8,24,36,2000,230
2014,FORD,EDGE AWD,SUV - SMALL,3.7,6,AS6,X,12.2,8.8,23,32,2120,244
2014,FORD,ESCAPE,SUV - SMALL,1.6,4,AS6,X,9.1,6.2,31,46,1560,179
2014,FORD,ESCAPE,SUV - SMALL,2,4,AS6,X,9.5,6.7,30,42,1640,189
2014,FORD,ESCAPE,SUV - SMALL,2.5,4,AS6,X,9.5,6.3,30,45,1620,186
2014,FORD,ESCAPE AWD,SUV - SMALL,1.6,4,AS6,X,9.2,6.6,31,43,1600,184
2014,FORD,ESCAPE AWD,SUV - SMALL,2,4,AS6,X,9.8,7.1,29,40,1720,198
2014,FORD,EXPEDITION 4X4 FFV,SUV - STANDARD,5.4,8,A6,X,16.4,11.3,17,25,2820,324
2014,FORD,EXPEDITION 4X4 FFV,SUV - STANDARD,5.4,8,A6,E,22.3,15.4,13,18,3840,307
2014,FORD,EXPLORER,SUV - STANDARD,2,4,A6,X,10.4,7,27,40,1780,205
2014,FORD,EXPLORER AWD,SUV - STANDARD,3.5,6,AS6,X,13.2,9.1,21,31,2260,260
2014,FORD,EXPLORER FFV,SUV - STANDARD,3.5,6,AS6,X,12.2,8.2,23,34,2080,239
2014,FORD,EXPLORER FFV,SUV - STANDARD,3.5,6,AS6,E,16.5,11,17,26,2800,224
2014,FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,X,12.7,8.7,22,32,2180,251
2014,FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,E,17.1,11.9,17,24,2960,237
2014,FORD,F150,PICKUP TRUCK - STANDARD,3.5,6,A6,X,12.9,9,22,31,2220,255
2014,FORD,F150,PICKUP TRUCK - STANDARD,3.5,6,AS6,X,13,9,22,31,2240,258
2014,FORD,F150,PICKUP TRUCK - STANDARD,6.2,8,AS6,X,16.5,11,17,26,2820,324
2014,FORD,F150 4X4,PICKUP TRUCK - STANDARD,3.5,6,A6,X,14.2,9.6,20,29,2420,278
2014,FORD,F150 4X4,PICKUP TRUCK - STANDARD,3.5,6,AS6,X,13.8,9.3,20,30,2360,271
2014,FORD,F150 4X4,PICKUP TRUCK - STANDARD,6.2,8,AS6,X,18.2,12.3,16,23,3100,356
2014,FORD,F150 FFV,PICKUP TRUCK - STANDARD,3.7,6,A6,X,12.5,8.7,23,32,2160,248
2014,FORD,F150 FFV,PICKUP TRUCK - STANDARD,3.7,6,A6,E,17,11.7,17,24,2920,234
2014,FORD,F150 FFV,PICKUP TRUCK - STANDARD,3.7,6,AS6,X,12.5,8.7,23,32,2160,248
2014,FORD,F150 FFV,PICKUP TRUCK - STANDARD,3.7,6,AS6,E,17,11.7,17,24,2920,234
2014,FORD,F150 FFV,PICKUP TRUCK - STANDARD,5,8,A6,X,14.7,10.5,19,27,2560,294
2014,FORD,F150 FFV,PICKUP TRUCK - STANDARD,5,8,A6,E,20.1,14.3,14,20,3500,280
2014,FORD,F150 FFV,PICKUP TRUCK - STANDARD,5,8,AS6,X,14.7,10.5,19,27,2560,294
2014,FORD,F150 FFV,PICKUP TRUCK - STANDARD,5,8,AS6,E,20.1,14.3,14,20,3500,280
2014,FORD,F150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6,A6,X,13.4,9.7,21,29,2340,269
2014,FORD,F150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6,A6,E,18.3,13.1,15,22,3200,256
2014,FORD,F150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6,AS6,X,13.4,9.7,21,29,2340,269
2014,FORD,F150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6,AS6,E,18.3,13.1,15,22,3200,256
2014,FORD,F150 FFV 4X4,PICKUP TRUCK - STANDARD,5,8,A6,X,15.1,10.7,19,26,2620,301
2014,FORD,F150 FFV 4X4,PICKUP TRUCK - STANDARD,5,8,A6,E,20.4,14.6,14,19,3560,285
2014,FORD,F150 FFV 4X4,PICKUP TRUCK - STANDARD,5,8,AS6,X,15,10.6,19,27,2620,301
2014,FORD,F150 FFV 4X4,PICKUP TRUCK - STANDARD,5,8,AS6,E,20.4,14.5,14,19,3540,283
2014,FORD,F150 RAPTOR 4X4,PICKUP TRUCK - STANDARD,6.2,8,AS6,X,18.5,12.8,15,22,3200,368
2014,FORD,FIESTA,SUBCOMPACT,1.6,4,AS6,X,7.3,5.4,39,52,1300,150
2014,FORD,FIESTA,SUBCOMPACT,1.6,4,M5,X,7.4,5.3,38,53,1300,150
2014,FORD,FIESTA SFE,SUBCOMPACT,1,4,M5,X,6.3,4.5,45,63,1100,126
2014,FORD,FIESTA SFE,SUBCOMPACT,1.6,4,AS6,X,6.8,4.8,42,59,1180,136
2014,FORD,FIESTA ST,COMPACT,1.6,4,M6,X,7.7,5.7,37,50,1360,156
2014,FORD,FLEX ,SUV - STANDARD,3.5,6,AS6,X,11.7,7.9,24,36,2000,230
2014,FORD,FLEX AWD,SUV - STANDARD,3.5,6,AS6,X,12.2,8.6,23,33,2120,244
2014,FORD,FLEX AWD (EcoBoost),SUV - STANDARD,3.5,6,AS6,X,13.2,8.8,21,32,2240,258
2014,FORD,FOCUS,COMPACT,2,4,M6,X,8.9,6.2,32,46,1520,175
2014,FORD,FOCUS FFV,COMPACT,2,4,A6,X,7.6,5.3,37,53,1320,152
2014,FORD,FOCUS FFV,COMPACT,2,4,A6,E,10.3,7.1,27,40,1760,141
2014,FORD,FOCUS FFV,COMPACT,2,4,AS6,X,7.7,5.3,37,53,1320,152
2014,FORD,FOCUS FFV,COMPACT,2,4,AS6,E,10.3,7.1,27,40,1780,142
2014,FORD,FOCUS FFV,COMPACT,2,4,M5,X,7.8,5.5,36,51,1360,156
2014,FORD,FOCUS FFV,COMPACT,2,4,M5,E,10.5,7.5,27,38,1820,146
2014,FORD,FOCUS SFE FFV,COMPACT,2,4,A6,X,7.2,4.8,39,59,1220,140
2014,FORD,FOCUS SFE FFV,COMPACT,2,4,A6,E,10.2,7,28,40,1760,141
2014,FORD,FUSION,MID-SIZE,1.5,4,AS6,X,8.8,5.5,32,51,1460,168
2014,FORD,FUSION,MID-SIZE,1.6,4,M6,X,8.1,5.3,35,53,1380,159
2014,FORD,FUSION,MID-SIZE,2,4,AS6,X,9.2,5.9,31,48,1540,177
2014,FORD,FUSION,MID-SIZE,2.5,4,AS6,X,9.2,5.8,31,49,1540,177
2014,FORD,FUSION (Start/Stop),MID-SIZE,1.5,4,AS6,X,8.2,5.2,34,54,1360,156
2014,FORD,FUSION AWD,MID-SIZE,2,4,AS6,X,9.5,6.3,30,45,1600,184
2014,FORD,FUSION HYBRID,MID-SIZE,2,4,AV,X,4.3,4.7,66,60,900,104
2014,FORD,MUSTANG,SUBCOMPACT,3.7,6,A6,X,10.7,6.5,26,43,1760,202
2014,FORD,MUSTANG,SUBCOMPACT,3.7,6,M6,X,11.2,6.8,25,42,1840,212
2014,FORD,MUSTANG,SUBCOMPACT,5,8,A6,X,11.8,7.8,24,36,2000,230
2014,FORD,MUSTANG,SUBCOMPACT,5,8,M6,X,13.8,7.9,20,36,2220,255
2014,FORD,MUSTANG,SUBCOMPACT,5.8,8,M6,Z,14.2,8.4,20,34,2320,267
2014,FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,3.7,6,A6,X,11,6.9,26,41,1820,209
2014,FORD,TAURUS,FULL-SIZE,2,4,AS6,X,9.2,6.1,31,46,1560,179
2014,FORD,TAURUS AWD,FULL-SIZE,3.5,6,AS6,X,12.2,7.9,23,36,2060,237
2014,FORD,TAURUS FFV,FULL-SIZE,3.5,6,AS6,X,10.7,6.8,26,42,1800,207
2014,FORD,TAURUS FFV,FULL-SIZE,3.5,6,AS6,E,15.3,9.4,18,30,2540,203
2014,FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6,AS6,X,11.5,7.7,25,37,1960,225
2014,FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6,AS6,E,16.6,10.6,17,27,2780,222
2014,FORD,TRANSIT CONNECT,VAN - CARGO,1.6,4,AS6,X,9.4,6.7,30,42,1640,189
2014,FORD,TRANSIT CONNECT,VAN - CARGO,2.5,4,AS6,X,9.9,6.9,29,41,1720,198
2014,FORD,TRANSIT CONNECT TAXI,VAN - PASSENGER,1.6,4,AS6,X,10.1,7,28,40,1740,200
2014,FORD,TRANSIT CONNECT WAGON,VAN - PASSENGER,2.5,4,AS6,X,10.5,7.1,27,40,1800,207
2014,GMC,ACADIA ,SUV - STANDARD,3.6,6,A6,X,12.7,8.4,22,34,2160,248
2014,GMC,ACADIA AWD,SUV - STANDARD,3.6,6,A6,X,13.3,8.8,21,32,2240,258
2014,GMC,SAVANA 1500 CARGO ,VAN - CARGO,4.3,6,A4,X,15.4,10.8,18,26,2660,306
2014,GMC,SAVANA 1500 CARGO ,VAN - CARGO,5.3,8,A4,X,16.2,11.4,17,25,2820,324
2014,GMC,SAVANA 1500 CARGO ,VAN - CARGO,5.3,8,A4,E,21.4,15.2,13,19,3720,298
2014,GMC,SAVANA 1500 CARGO AWD,VAN - CARGO,5.3,8,A4,X,16.5,12.1,17,23,2900,334
2014,GMC,SAVANA 1500 CARGO AWD,VAN - CARGO,5.3,8,A4,E,21.6,16.1,13,18,3820,306
2014,GMC,SAVANA 1500 CARGO CONV ,VAN - CARGO,5.3,8,A4,X,16.8,11.9,17,24,2920,336
2014,GMC,SAVANA 1500 CARGO CONV ,VAN - CARGO,5.3,8,A4,E,21.8,15.9,13,18,3820,306
2014,GMC,SAVANA 1500 CARGO CONV AWD,VAN - CARGO,5.3,8,A4,X,16.5,12.1,17,23,2900,334
2014,GMC,SAVANA 1500 CARGO CONV AWD,VAN - CARGO,5.3,8,A4,E,23.1,16.6,12,17,4040,323
2014,GMC,SAVANA 1500 PASSENGER ,VAN - PASSENGER,5.3,8,A4,X,16.8,11.9,17,24,2920,336
2014,GMC,SAVANA 1500 PASSENGER ,VAN - PASSENGER,5.3,8,A4,E,21.8,15.9,13,18,3820,306
2014,GMC,SAVANA 1500 PASSENGER AWD,VAN - PASSENGER,5.3,8,A4,X,16.5,12.1,17,23,2900,334
2014,GMC,SAVANA 1500 PASSENGER AWD,VAN - PASSENGER,5.3,8,A4,E,23.1,16.6,12,17,4040,323
2014,GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,4.8,8,A6,X,19.1,12.1,15,23,3200,368
2014,GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,6,8,A6,X,19.9,12.8,14,22,3340,384
2014,GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,6,8,A6,E,27.5,17.5,10,16,4600,368
2014,GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,4.8,8,A6,X,19.3,12.2,15,23,3220,370
2014,GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,6,8,A6,X,20.1,12.8,14,22,3360,386
2014,GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,6,8,A6,E,27.7,17.6,10,16,4620,370
2014,GMC,SIERRA ,PICKUP TRUCK - STANDARD,4.3,6,A6,X,11.9,8.4,24,34,2080,239
2014,GMC,SIERRA ,PICKUP TRUCK - STANDARD,4.3,6,A6,E,17.1,12.1,17,23,2980,238
2014,GMC,SIERRA ,PICKUP TRUCK - STANDARD,5.3,8,A6,X,13,8.7,22,32,2200,253
2014,GMC,SIERRA ,PICKUP TRUCK - STANDARD,5.3,8,A6,E,17.6,11.7,16,24,2980,238
2014,GMC,SIERRA ,PICKUP TRUCK - STANDARD,6.2,8,A6,Z,14.6,9.7,19,29,2480,285
2014,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,X,12.6,9,22,31,2200,253
2014,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,E,18.1,12.9,16,22,3140,251
2014,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,13.3,9,21,31,2280,262
2014,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,E,18,12.1,16,23,3080,246
2014,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,6.2,8,A6,Z,14.7,9.9,19,29,2500,288
2014,GMC,TERRAIN ,SUV - SMALL,2.4,4,A6,X,9.2,6.1,31,46,1560,179
2014,GMC,TERRAIN ,SUV - SMALL,3.6,6,A6,X,12.4,8.1,23,35,2100,242
2014,GMC,TERRAIN ,SUV - SMALL,3.6,6,A6,E,17,11.2,17,25,2880,230
2014,GMC,TERRAIN AWD,SUV - SMALL,2.4,4,A6,X,10.1,6.9,28,41,1740,200
2014,GMC,TERRAIN AWD,SUV - SMALL,3.6,6,A6,X,13.2,8.4,21,34,2200,253
2014,GMC,TERRAIN AWD,SUV - SMALL,3.6,6,A6,E,17.9,11.6,16,24,3020,242
2014,GMC,YUKON ,SUV - STANDARD,5.3,8,A6,X,14.3,9.4,20,30,2420,278
2014,GMC,YUKON ,SUV - STANDARD,5.3,8,A6,E,19.5,12.5,14,23,3260,261
2014,GMC,YUKON 4WD,SUV - STANDARD,5.3,8,A6,X,14.3,9.4,20,30,2420,278
2014,GMC,YUKON 4WD,SUV - STANDARD,5.3,8,A6,E,19.5,12.5,14,23,3260,261
2014,GMC,YUKON DENALI AWD,SUV - STANDARD,6.2,8,A6,Z,15.3,10,18,28,2580,297
2014,GMC,YUKON DENALI AWD,SUV - STANDARD,6.2,8,A6,E,21.2,13.8,13,20,3580,286
2014,GMC,YUKON DENALI XL AWD,SUV - STANDARD,6.2,8,A6,Z,17,11.4,17,25,2900,334
2014,GMC,YUKON DENALI XL AWD,SUV - STANDARD,6.2,8,A6,E,23.5,15.3,12,18,3960,317
2014,GMC,YUKON XL ,SUV - STANDARD,5.3,8,A6,X,14.3,9.4,20,30,2420,278
2014,GMC,YUKON XL ,SUV - STANDARD,5.3,8,A6,E,19.5,12.5,14,23,3260,261
2014,GMC,YUKON XL 4WD,SUV - STANDARD,5.3,8,A6,X,14.3,9.4,20,30,2420,278
2014,GMC,YUKON XL 4WD,SUV - STANDARD,5.3,8,A6,E,19.5,12.5,14,23,3260,261
2014,HONDA,ACCORD,MID-SIZE,2.4,4,AV,X,7.8,5.5,36,51,1340,154
2014,HONDA,ACCORD,MID-SIZE,2.4,4,AV7,X,7.8,5.7,36,50,1380,159
2014,HONDA,ACCORD,MID-SIZE,2.4,4,M6,X,8.8,5.8,32,49,1480,170
2014,HONDA,ACCORD,MID-SIZE,3.5,6,A6,X,9.6,5.7,29,50,1580,182
2014,HONDA,ACCORD,MID-SIZE,3.5,6,AS6,X,10,6.1,28,46,1640,189
2014,HONDA,ACCORD,MID-SIZE,3.5,6,M6,X,11.5,7.1,25,40,1900,218
2014,HONDA,ACCORD HYBRID,MID-SIZE,2,4,AV,X,3.7,4,76,71,760,87
2014,HONDA,CIVIC,COMPACT,1.8,4,AV,X,6.7,5,42,56,1200,138
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,6.9,5.1,41,55,1220,140
2014,HONDA,CIVIC,COMPACT,1.8,4,M5,X,7.3,5.5,39,51,1300,150
2014,HONDA,CROSSTOUR AWD,SUV - SMALL,3.5,6,A6,X,11.1,7.1,25,40,1860,214
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,9,6.4,31,44,1560,179
2014,HONDA,CR-V AWD,SUV - SMALL,2.4,4,A5,X,9.2,6.6,31,43,1620,186
2014,HONDA,CR-Z,TWO-SEATER,1.5,4,AV7,X,5.4,5,52,56,1040,120
2014,HONDA,CR-Z,TWO-SEATER,1.5,4,M6,X,6.4,5.1,44,55,1160,133
2014,HONDA,FIT,STATION WAGON - SMALL,1.5,4,A5,X,7.1,5.4,40,52,1260,145
2014,HONDA,FIT,STATION WAGON - SMALL,1.5,4,M5,X,7.1,5.7,40,50,1300,150
2014,HONDA,ODYSSEY,MINIVAN,3.5,6,A6,X,10.9,7.1,26,40,1840,212
2014,HONDA,PILOT,SUV - SMALL,3.5,6,A5,X,11.8,7.8,24,36,2000,230
2014,HONDA,PILOT AWD,SUV - SMALL,3.5,6,A5,X,12.3,8.2,23,34,2100,242
